Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
500380,JK Lakshmi Cement Limited,JKLAKSHMI,JK LAKSHMI CEMENT LTD.,Active,A ,5.00,INE786A01032,Cement & Cement Products,Equity,
500387,"Shree Cements Ltd.,",SHREECEM,SHREE CEMENT LTD.,Active,A ,10.00,INE070A01015,Cement & Cement Products,Equity,
500388,Shree Krishna Paper Mills & Industr,SKPMIL,SHREE KRISHNA PAPER MILLS & INDUSTRIES LTD.,Active,XT,10.00,INE970C01012,Paper & Paper Products,Equity,
500390,Reliance Infrastructure Ltd,RELINFRA,RELIANCE INFRASTRUCTURE LTD.,Active,T ,10.00,INE036A01016,Electric Utilities,Equity,
500400,Tata Power Co. Ltd,TATAPOWER,TATA POWER CO.LTD.,Active,A ,1.00,INE245A01021,Electric Utilities,Equity,
500402,SPML Infra Limited,SPMLINFRA,SPML Infra Limited,Active,T ,2.00,INE937A01023,Construction & Engineering,Equity,
500403,"Sundram Fasteners Ltd.,",SUNDRMFAST,SUNDRAM FASTENERS LTD.,Active,A ,1.00,INE387A01021,Auto Parts & Equipment,Equity,
500404,"Sunflag Iron & Steel Co. Ltd.,",SUNFLAG,SUNFLAG IRON & STEEL CO.LTD.,Active,A ,10.00,INE947A01014,Iron & Steel/Interm.Products,Equity,
500405,Supreme Petrochem Ltd.,SUPPETRO,SUPREME PETROCHEM LTD.,Active,T ,10.00,INE663A01017,Petrochemicals,Equity,
500407,Swaraj Engines Ltd.,SWARAJENG,SWARAJ ENGINES LTD.,Active,A ,10.00,INE277A01016,Auto Parts & Equipment,Equity,
500408,Tata Elxsi Ltd,TATAELXSI,TATA ELXSI LTD.,Active,A ,10.00,INE670A01012,IT Software Products,Equity,
500410,ACC Ltd,ACC,ACC LTD.,Active,A ,10.00,INE012A01025,Cement & Cement Products,Equity,
500411,Thermax Ltd.,THERMAX,THERMAX LTD.,Active,A ,2.00,INE152A01029,Heavy Electrical Equipment,Equity,
500412,"Thirumalai Chemicals Ltd.,",TIRUMALCHM,THIRUMALAI CHEMICALS LTD.,Active,A ,1.00,INE338A01024,Commodity Chemicals,Equity,
500413,"Thomas Cook (India) Ltd.,",THOMASCOOK,THOMAS COOK (INDIA) LTD.,Active,A ,1.00,INE332A01027,Travel Support Services,Equity,
500414,Timex Group India Ltd,TIMEX,TIMEX GROUP INDIA LTD.-$,Active,X ,1.00,INE064A01026,Other Apparels & Accessories,Equity,
500418,Tokyo Plast International Ltd.,TOKYOPLAST,TOKYO PLAST INTERNATIONAL LTD.,Active,B ,10.00,INE932C01012,Plastic Products,Equity,
500420,Torrent Pharmaceuticals Ltd.,TORNTPHARM,TORRENT PHARMACEUTICALS LTD.,Active,A ,5.00,INE685A01028,Pharmaceuticals,Equity,
500422,Transchem Limited.,TRANSCHEM,TRANSCHEM LTD.-$,Active,X ,10.00,INE019B01010,Pharmaceuticals,Equity,
500425,Ambuja Cements Ltd.,AMBUJACEM,AMBUJA CEMENTS LTD.,Active,A ,2.00,INE079A01024,Cement & Cement Products,Equity,
500426,UTL Industries Limited,UTLINDS,UTL Industries Limited,Active,X ,1.00,INE184E01024,Realty,Equity,
500429,Uniphos Enterprises Limited.,UNIPHOS,UNIPHOS ENTERPRISES LTD.,Active,B ,2.00,INE037A01022,Comm.Trading  & Distribution,Equity,
500439,Vardhman Holdings Limited,VHL,VARDHMAN HOLDINGS LTD.,Active,B ,10.00,INE701A01023,Finance (including NBFCs),Equity,
500440,Hindalco Industries Ltd.,HINDALCO,HINDALCO INDUSTRIES LTD.,Active,A ,1.00,INE038A01020,Aluminium,Equity,
500444,West Coast Paper Mills Limited,WSTCSTPAPR,WEST COAST PAPER MILLS LTD.,Active,A ,2.00,INE976A01021,Paper & Paper Products,Equity,
500449,"Hindustan Organic Chemicals Ltd.,",HOCL,HINDUSTAN ORGANIC CHEMICALS LTD.,Active,B ,10.00,INE048A01011,Commodity Chemicals,Equity,
500450,MPIL CORPORATION LIMITED,MPILCORPL,MPIL CORPORATION LTD.,Active,X ,10.00,INE844C01027,Other Financial Services,Equity,
500456,Pasupati Acrylon Ltd.,PASUPTAC,PASUPATI ACRYLON LTD.,Active,X ,10.00,INE818B01023,Fibres & Plastics,Equity,
500458,Kore Foods Limited,KORE,Kore Foods Ltd,Active,XT,10.00,INE601A01017,Other Food Products,Equity,
500459,Procter & Gamble Hygiene & Health Care Ltd.,PGHH,PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.,Active,A ,10.00,INE179A01014,Personal Products,Equity,
500460,"Mukand Ltd.,",MUKANDLTD,MUKAND LTD.,Active,T ,10.00,INE304A01026,Iron & Steel/Interm.Products,Equity,
500463,AGC Networks Limited,AGCNET,AGC Networks Limited,Active,T ,10.00,INE676A01019,IT Consulting & Software,Equity,
500464,"Ucal Fuel Systems Ltd.,",UCALFUEL,UCAL FUEL SYSTEMS LTD.,Active,B ,10.00,INE139B01016,Auto Parts & Equipment,Equity,
500467,"Harrisons Malayalam Ltd.,",HARRMALAYA,HARRISONS MALAYALAM LTD.,Active,B ,10.00,INE544A01019,Auto Tyres & Rubber Products,Equity,
500469,Federal Bank Ltd.,FEDERALBNK,FEDERAL BANK LTD.,Active,A ,2.00,INE171A01029,Banks,Equity,
500470,TATA STEEL LIMITED,TATASTEEL,TATA STEEL LTD.,Active,A ,10.00,INE081A01012,Iron & Steel/Interm.Products,Equity,
500472,SKF India Ltd.,SKFINDIA,SKF India Ltd,Active,A ,10.00,INE640A01023,Other Industrial Goods,Equity,
500477,"Ashok Leyland Ltd.,",ASHOKLEY,ASHOK LEYLAND LTD.,Active,A ,1.00,INE208A01029,Commercial Vehicles,Equity,
500480,"Cummins India Ltd.,",CUMMINSIND,CUMMINS INDIA LTD.,Active,A ,2.00,INE298A01020,Industrial Machinery,Equity,
500483,Tata Communications Limited,TATACOMM,TATA COMMUNICATIONS LTD.,Active,A ,10.00,INE151A01013,Telecom - Alternate Carriers,Equity,
500488,Abbott India Ltd.,ABBOTINDIA,ABBOTT INDIA LTD.,Active,A ,10.00,INE358A01014,Pharmaceuticals,Equity,
500490,Bajaj Holdings & Investment Limited,BAJAJHLDNG,BAJAJ HOLDINGS & INVESTMENT LTD.,Active,A ,10.00,INE118A01012,Holding Companies,Equity,
500493,Bharat Forge Ltd,BHARATFORG,BHARAT FORGE LTD.,Active,A ,2.00,INE465A01025,Other Industrial Products,Equity,
500495,"Escorts Limited,",ESCORTS,ESCORTS LTD.,Active,A ,10.00,INE042A01014,Commercial Vehicles,Equity,
500500,"Hindustan Motors Ltd.,",HINDMOTORS,HINDUSTAN MOTORS LTD.,Active,B ,5.00,INE253A01025,Cars & Utility Vehicles,Equity,
500510,Larsen & Toubro Limited,LT,LARSEN & TOUBRO LTD.,Active,A ,2.00,INE018A01030,Construction & Engineering,Equity,
500520,Mahindra & Mahindra Ltd.,M&M,MAHINDRA & MAHINDRA LTD.,Active,A ,5.00,INE101A01026,Cars & Utility Vehicles,Equity,
500530,Bosch Ltd,BOSCHLTD,BOSCH LTD.,Active,A ,10.00,INE323A01026,Auto Parts & Equipment,Equity,
500540,Premier Limited,PREMIER,PREMIER LTD.,Active,T ,10.00,INE342A01018,Industrial Machinery,Equity,
500547,"Bharat Petroleum Corpn. Ltd.,",BPCL,BHARAT PETROLEUM CORPORATION LTD.,Active,A ,10.00,INE029A01011,Refineries/ Petro-Products,Equity,
500550,"Siemens Ltd.,",SIEMENS,SIEMENS LTD.,Active,A ,2.00,INE003A01024,Heavy Electrical Equipment,Equity,
500570,Tata Motors Ltd.,TATAMOTORS,TATA MOTORS LTD.,Active,A ,2.00,INE155A01022,Commercial Vehicles,Equity,
500575,"Voltas Ltd.,",VOLTAS,VOLTAS LTD.,Active,A ,1.00,INE226A01021,Consumer Electronics,Equity,
500620,"Great Eastern Shipping Co. Ltd.,",GESHIP,GREAT EASTERN SHIPPING CO.LTD.,Active,A ,10.00,INE017A01032,Shipping,Equity,
500645,Deepak Fertilizers &Petrochemicals,DEEPAKFERT,DEEPAK FERTILISERS & PETROCHEMICALS CORPORATION LTD.,Active,T ,10.00,INE501A01019,Commodity Chemicals,Equity,
500650,"Excell Industries Ltd.,",EXCELINDUS,EXCEL INDUSTRIES LTD.,Active,A ,5.00,INE369A01029,Specialty Chemicals,Equity,
500655,GARWARE HI-TECH FILMS LIMITED,GRWRHITECH,Garware Hi-Tech Films Ltd,Active,T ,10.00,INE291A01017,Commodity Chemicals,Equity,
500660,GlaxoSmithkline Pharmaceuticals Ltd.,GLAXO,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,Active,A ,10.00,INE159A01016,Pharmaceuticals,Equity,
500670,Gujarat Narmada Valley Fert.Co.Ltd,GNFC,GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LTD.,Active,A ,10.00,INE113A01013,Fertilizers,Equity,
500672,Novartis India Limited.,NOVARTIND,NOVARTIS INDIA LTD.,Active,A ,5.00,INE234A01025,Pharmaceuticals,Equity,
500674,Sanofi India Ltd,SANOFI,Sanofi India Ltd,Active,A ,10.00,INE058A01010,Pharmaceuticals,Equity,
500680,"Pfizer Ltd.,",PFIZER,PFIZER LTD.,Active,A ,10.00,INE182A01018,Pharmaceuticals,Equity,
500690,Gujarat State Fertilizers & Chem.Ltd,GSFC,GUJARAT STATE FERTILIZERS & CHEMICALS LTD.,Active,A ,2.00,INE026A01025,Fertilizers,Equity,
500696,"Hindustan Unilever Ltd.,",HINDUNILVR,HINDUSTAN UNILEVER LTD.,Active,A ,1.00,INE030A01027,Personal Products,Equity,
500710,Akzo Nobel India Limited,AKZOINDIA,Akzo Nobel India Limited,Active,A ,10.00,INE133A01011,Furniture-Furnishing-Paints,Equity,
500730,NOCIL Ltd,NOCIL,NOCIL LTD.,Active,A ,10.00,INE163A01018,Specialty Chemicals,Equity,
500770,Tata Chemicals Ltd,TATACHEM,TATA CHEMICALS LTD.,Active,A ,10.00,INE092A01019,Commodity Chemicals,Equity,
500777,Tamilnadu Petroproducts Ltd,TNPETRO,TAMILNADU PETROPRODUCTS LTD.,Active,B ,10.00,INE148A01019,Commodity Chemicals,Equity,
500780,Zuari Global Limited,ZUARIGLOB,ZUARI GLOBAL LTD.,Active,B ,10.00,INE217A01012,Fertilizers,Equity,
500790,Nestle India Ltd.,NESTLEIND,NESTLE INDIA LTD.,Active,A ,10.00,INE239A01016,Packaged Foods,Equity,
500800,TATA CONSUMER PRODUCTS LIMITED,TATACONSUM,Tata Consumer Products Ltd,Active,A ,1.00,INE192A01025,Tea & Coffee,Equity,
500820,Asian Paints Ltd.,ASIANPAINT,ASIAN PAINTS LTD.,Active,A ,1.00,INE021A01026,Furniture-Furnishing-Paints,Equity,
500825,"Britannia Industries Ltd.,",BRITANNIA,BRITANNIA INDUSTRIES LTD.,Active,A ,1.00,INE216A01030,Packaged Foods,Equity,
500830,"Colgate-Palmolive (India) Ltd.,",COLPAL,COLGATE-PALMOLIVE (INDIA) LTD.,Active,A ,1.00,INE259A01022,Personal Products,Equity,
500840,EIH Ltd,EIHOTEL,EIH LTD.,Active,A ,2.00,INE230A01023,Hotels,Equity,
500850,Indian Hotels Co. Ltd,INDHOTEL,INDIAN HOTELS CO.LTD.,Active,A ,1.00,INE053A01029,Hotels,Equity,
500870,Castrol India Ltd,CASTROLIND,CASTROL INDIA LTD.,Active,A ,5.00,INE172A01027,Oil Marketing & Distribution,Equity,
500875,ITC Ltd,ITC,ITC LTD.,Active,A ,1.00,INE154A01025,Cigarettes-Tobacco Products,Equity,
500877,Apollo Tyres Ltd,APOLLOTYRE,APOLLO TYRES LTD.,Active,A ,1.00,INE438A01022,Auto Tyres & Rubber Products,Equity,
500878,"Ceat Ltd.,",CEATLTD,CEAT LTD.,Active,A ,10.00,INE482A01020,Auto Tyres & Rubber Products,Equity,
500890,"Modi Rubber Ltd.,",MODIRUBBER,MODI RUBBER LTD.,Active,T ,10.00,INE832A01018,Auto Tyres & Rubber Products,Equity,
500940,Finolex Industries Ltd.,FINOLEXIND,FINOLEX INDUSTRIES LTD.,Active,A ,2.00,INE183A01024,Plastic Products,Equity,
501110,"Sunrise Industrial Traders Ltd.,",SUNRINV,SUNRISE INDUSTRIAL TRADERS LTD.,Active,XT,10.00,INE371U01015,Other Financial Services,Equity,
501111,"Gold Rock Investments Ltd.,",ZGOLDINV,GOLD ROCK INVESTMENTS LTD.,Active,XT,10.00,INE598F01014,Comm.Trading  & Distribution,Equity,
501144,"Peoples Investments Ltd.,",PEOPLIN,PEOPLES INVESTMENTS LTD.,Active,XT,10.00,INE644U01015,Misc.Commercial Services,Equity,
501148,"Dalal Street Investments Ltd.,",DSINVEST,DALAL STREET INVESTMENTS LTD.,Active,XT,10.00,INE422D01012,Investment Companies,Equity,
501150,Centrum Capital Limited,CENTRUM,CENTRUM CAPITAL LTD.,Active,B ,1.00,INE660C01027,Other Financial Services,Equity,
501151,"Kartik Investments Trust Ltd.,",KARTKIN,KARTIK INVESTMENTS TRUST LTD.,Active,XT,10.00,INE524U01019,Other Financial Services,Equity,
501242,TCI Finance Limited,TCIFINANCE,TCI FINANCE LTD.,Active,B ,10.00,INE911B01018,Finance (including NBFCs),Equity,
501261,Kratos Energy & Infrastructure Limited,KRATOSENER,KRATOS ENERGY & INFRASTRUCTURE LTD.,Active,XT,10.00,INE567L01017,Other Financial Services,Equity,
501270,ANTARIKSH INDUSTRIES LIMITED,ANTARIKSH,Antariksh Industries Ltd,Active,XT,10.00,INE825M01017,Realty,Equity,
501295,"Industrial Investment Trust Ltd.,",IITL,INDUSTRIAL INVESTMENT TRUST LTD.,Active,B ,10.00,INE886A01014,Finance (including NBFCs),Equity,
501298,Industrial & Prudential Inv. Co. Lt,INDPRUD,INDUSTRIAL & PRUDENTIAL INVESTMENTS CO.LTD.,Active,X ,10.00,INE620D01011,Investment Companies,Equity,
501301,"Tata Investment Corporation Ltd.,",TATAINVEST,TATA INVESTMENT CORPORATION LTD.,Active,A ,10.00,INE672A01018,Holding Companies,Equity,
501311,"Jayabharat Credit Ltd.,",JAYBHCR,JAYABHARAT CREDIT LTD.-$,Active,X ,10.00,INE998D01011,Finance (including NBFCs),Equity,
501314,PRISMX GLOBAL VENTURES LIMITED,PRISMX,Prismx Global Ventures Ltd,Active,X ,10.00,INE286N01010,Comm.Trading  & Distribution,Equity,
501343,Motor & General Finance (M.G.F.) Lt,MOTOGENFIN,MOTOR & GENERAL FINANCE LTD.,Active,B ,5.00,INE861B01023,Finance (including NBFCs),Equity,
501351,"Rapid Investments Ltd.,",RAPIDIN,RAPID INVESTMENTS LTD.,Active,XT,10.00,INE154M01012,Misc.Commercial Services,Equity,
501370,Walchand Peoplefirst Limited,WALCHPF,WALCHAND PEOPLEFIRST LTD.,Active,X ,10.00,INE695D01021,Consulting Services,Equity,
501386,Swastik Safe Deposit & Invest. Ltd.,ZSWASTSA,SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.,Active,XT,10.00,INE094R01019,Other Financial Services,Equity,
501391,"W.H. Brady & Co. Ltd.,",WHBRADY,W.H.BRADY & CO.LTD.,Active,X ,10.00,INE855A01019,Comm.Trading  & Distribution,Equity,
501421,TechNVision Ventures Limited,TECHNVISN,TECHNVISION VENTURES LTD.,Active,XT,10.00,INE314H01012,IT Software Products,Equity,
501423,Shaily Engineering Plastics Ltd.,SHAILY,SHAILY ENGINEERING PLASTICS LTD.,Active,XT,10.00,INE151G01010,Plastic Products,Equity,
501425,"Bombay Burmah Trading Corpn. Ltd.,",BBTC,BOMBAY BURMAH TRADING CORP.LTD.,Active,A ,2.00,INE050A01025,Tea & Coffee,Equity,
501430,"Bombay Cycle & Motor Agency Ltd.,",BOMBCYC,BOMBAY CYCLE & MOTOR AGENCY LTD.,Active,X ,10.00,INE691K01017,Comm.Trading  & Distribution,Equity,
501455,Greaves Cotton Ltd.,GREAVESCOT,GREAVES COTTON LTD.,Active,A ,2.00,INE224A01026,Industrial Machinery,Equity,
501477,"Muller & Phipps (India) Ltd.,",MULLER,MULLER & PHIPPS (INDIA) LTD.,Active,XT,10.00,INE003F01015,Comm.Trading  & Distribution,Equity,
501622,"Amalgamated Electricity Co. Ltd.,",AMALGAM,AMALGAMATED ELECTRICITY CO.LTD.,Active,XT,5.00,INE492N01022,Misc.Commercial Services,Equity,
501630,Anand Projects Ltd,ANANDPROJ,Anand Projects Ltd,Active,XT,10.00,INE134R01013,Construction & Engineering,Equity,
501700,India Nivesh Limited,INDIANVSH,INDIANIVESH LTD.,Active,XT,1.00,INE131H01028,Finance (including NBFCs),Equity,
501831,Coastal Corporation Limited,COASTCORP,COASTAL CORPORATION LTD.,Active,X ,10.00,INE377E01016,Packaged Foods,Equity,
501833,"Chowgule Steamships Ltd.,",CHOWGULSTM,CHOWGULE STEAMSHIPS LTD.,Active,XT,10.00,INE490A01015,Shipping,Equity,
501848,Global Offshore Services Ltd,GLOBOFFS,GLOBAL OFFSHORE SERVICES LTD.-$,Active,X ,10.00,INE446C01013,Shipping,Equity,
501945,Dhenu Buildcon Infra Limited,DHENUBUILD,DHENU BUILDCON INFRA LTD.,Active,X ,1.00,INE758D01027,Finance (including NBFCs),Equity,
502015,ASI INDUSTRIES LIMITED,ASIIL,ASI Industries Ltd,Active,XT,1.00,INE443A01030,Mining,Equity,
502090,Sagar Cements Ltd,SAGCEM,SAGAR CEMENTS LTD.-$,Active,A ,10.00,INE229C01013,Cement & Cement Products,Equity,
502137,"Deccan Cements Ltd.,",DECCANCE,DECCAN CEMENTS LTD.-$,Active,B ,5.00,INE583C01021,Cement & Cement Products,Equity,
502157,"Mangalam Cement Ltd.,",MANGLMCEM,MANGALAM CEMENT LTD.,Active,A ,10.00,INE347A01017,Cement & Cement Products,Equity,
502168,"NCL Industries Limited,",NCLIND,NCL INDUSTRIES LTD.-$,Active,A ,10.00,INE732C01016,Cement & Cement Products,Equity,
502175,Saurashtra Cement Limited,SAURASHCEM,SAURASHTRA CEMENT LTD.,Active,X ,10.00,INE626A01014,Cement & Cement Products,Equity,
502180,"Shree Digvijay Cement Co. Ltd.,",SHREDIGCEM,SHREE DIGVIJAY CEMENT CO.LTD.-$,Active,B ,10.00,INE232A01011,Cement & Cement Products,Equity,
502216,"Bombay Potteries & Tiles Ltd.,",BOMBPOT,BOMBAY POTTERIES & TILES LTD.,Active,ZP,100.00,INE06AE01018,Realty,Equity,
502219,BOROSIL RENEWABLES LIMITED,BORORENEW,Borosil Renewables Ltd,Active,T ,1.00,INE666D01022,Houseware,Equity,
502250,LERTHAI FINANCE LIMITED,LERTHAI,Lerthai Finance Ltd,Active,XT,10.00,INE347D01011,Construction Materials,Equity,
502271,Raasi Refractories Limited.,RASSIREF,RAASI REFRACTORIES LTD.-$,Active,X ,10.00,INE858D01017,Other Industrial Goods,Equity,
502281,"Triveni Glass Ltd.,",TRIVENIGQ,TRIVENI GLASS LTD.-$,Active,X ,10.00,INE094C01011,Construction Materials,Equity,
502294,Nilachal Refractories Ltd.,NILACHAL,NILACHAL REFRACTORIES LTD.,Active,X ,10.00,INE416N01013,Construction Materials,Equity,
502330,ANDHRA PAPER LIMITED,ANDHRAPAP,Andhra Paper Ltd,Active,B ,10.00,INE435A01028,Paper & Paper Products,Equity,
502355,"Balkrishna Industries Ltd.,",BALKRISIND,BALKRISHNA INDUSTRIES LTD.-$,Active,A ,2.00,INE787D01026,Auto Tyres & Rubber Products,Equity,
502420,Orient Paper & Industries Ltd.,ORIENTPPR,ORIENT PAPER & INDUSTRIES LTD.,Active,B ,1.00,INE592A01026,Paper & Paper Products,Equity,
502445,Citadel Realty And Developers Limited,CITADEL,CITADEL REALTY AND DEVELOPERS LTD.,Active,X ,10.00,INE906D01014,Realty,Equity,
502448,"Rollatainters Ltd.,",ROLLT,ROLLATAINERS LTD.,Active,B ,1.00,INE927A01040,Containers & Packaging,Equity,
502450,"Seshasayee Paper & Boards Ltd.,",SESHAPAPER,SESHASAYEE PAPER & BOARDS LTD.,Active,A ,2.00,INE630A01024,Paper & Paper Products,Equity,
502460,"Solid Containers Ltd.,",SOLIDCO,SOLID CONTAINERS LTD.,Active,X ,10.00,INE134U01017,Paper & Paper Products,Equity,
502563,"Shree Bhawani Paper Mills Ltd.,",SHBHAWPA,SHREE BHAWANI PAPER MILLS LTD.,Active,Z ,10.00,INE688C01010,Paper & Paper Products,Equity,
502587,NATH INDUSTRIES LIMITED,NATHIND,Nath Industries Ltd,Active,X ,10.00,INE777A01023,Paper & Paper Products,Equity,
502589,"Vapi Paper Mills Ltd.,",VAPIPPR,VAPI PAPER MILLS LTD.,Active,XT,10.00,INE464D01014,Paper & Paper Products,Equity,
502742,Sintex Industries Ltd,SINTEX,SINTEX INDUSTRIES LTD.,Active,T ,1.00,INE429C01035,Textiles,Equity,
502820,"DCM Ltd.,",DCM,DCM LTD.,Active,T ,10.00,INE498A01018,Other Industrial Products,Equity,
502850,"Gaekwar Mills Ltd.,",ZGAEKWAR,GAEKWAR MILLS LTD.,Active,XT,10.00,INE837X01027,Textiles,Equity,
502865,Forbes & Company Ltd,FORBESCO,FORBES & COMPANY LTD.-$,Active,B ,10.00,INE518A01013,Industrial Machinery,Equity,
502873,"H.P. Cotton Textile Mills Ltd.,",HPCOTTON,H.P.COTTON TEXTILE MILLS LTD.,Active,X ,10.00,INE950C01014,Textiles,Equity,
502893,United Interactive Limited,UNITEDINT,UNITED INTERACTIVE LTD.,Active,XT,10.00,INE706D01018,Internet Software & Services,Equity,
502901,JAMSHRI REALTY LIMITED,JAMSHRI,Jamshri Realty Ltd-$,Active,XT,1000.00,INE462D01026,Textiles,Equity,
502937,Kesoram Industries Ltd,KESORAMIND,KESORAM INDUSTRIES LTD.,Active,B ,10.00,INE087A01019,Diversified,Equity,
502958,Lakshmi Mills Company ltd,LAKSHMIMIL,LAKSHMI MILLS COMPANY LTD.-$,Active,X ,100.00,INE938C01019,Textiles,Equity,
502986,Vardhman Textiles Limted,VTL,VARDHMAN TEXTILES LTD.,Active,A ,10.00,INE825A01012,Textiles,Equity,
503031,Peninsula Land Limited,PENINLAND,PENINSULA LAND LTD.,Active,T ,2.00,INE138A01028,Realty,Equity,
503092,"Pasupati Spg. & Wvg. Mills Ltd.,",PASUSPG,PASUPATI SPG.& WVG.MILLS LTD.,Active,XT,10.00,INE909B01020,Textiles,Equity,
503100,"The Phoenix Mills Ltd.,",PHOENIXLTD,The Phoenix Mills Ltd,Active,A ,2.00,INE211B01039,Realty,Equity,
503101,Marathon Nextgen Realty Ltd,MARATHON,MARATHON NEXTGEN REALTY LTD.,Active,B ,5.00,INE182D01020,Realty,Equity,
503127,Raja Bahadur International Ltd,RAJABAH,RAJA BAHADUR INTERNATIONAL LTD.,Active,XT,100.00,INE491N01016,Diversified,Equity,
503162,"Reliance Chemotex Industries Ltd.,",RELCHEMQ,RELIANCE CHEMOTEX INDUSTRIES LTD.-$,Active,X ,10.00,INE750D01016,Textiles,Equity,
503169,"Ruby Mills Ltd.,",RUBYMILLS,RUBY MILLS LTD.,Active,B ,5.00,INE301D01026,Textiles,Equity,
503229,Simplex Realty Limited,SIMPLXREA,SIMPLEX REALTY LTD.,Active,XT,10.00,INE167H01014,Realty,Equity,
503310,Swan Energy Ltd.,SWANENERGY,SWAN ENERGY LTD.,Active,A ,1.00,INE665A01038,Textiles,Equity,
503349,"Victoria Mills Ltd.,",VICTMILL,VICTORIA MILLS LTD.,Active,X ,100.00,INE203D01016,Textiles,Equity,
503622,"S.V. Trading & Agencies Ltd.,",ZSVTRADI,S.V.TRADING & AGENCIES LTD.,Active,XT,10.00,INE404N01019,Other Financial Services,Equity,
503624,"Svaraj Trading & Agencies Ltd.,",ZSVARAJT,SVARAJ TRADING & AGENCIES LTD.,Active,XT,10.00,INE406N01014,Other Financial Services,Equity,
503635,"Shree Salasar Investment Ltd.,",SALSAIN,SHREE SALASAR INVESTMENT LTD.,Active,XT,10.00,INE315N01017,Other Financial Services,Equity,
503639,Indsoya Limited,INDSOYA,INDSOYA LTD.,Active,P ,10.00,INE314N01010,Misc.Commercial Services,Equity,
503641,Zodiac Ventures Limited,ZODIACVEN,Zodiac Ventures Limited,Active,XT,1.00,INE945J01027,Consulting Services,Equity,
503657,Veer Energy & Infrastructure Limited,VEERENRGY,VEER ENERGY & INFRASTRUCTURE LTD.,Active,X ,10.00,INE255E01030,Electric Utilities,Equity,
503659,SW Investments Limited,SW1,SW Investments Ltd,Active,XT,10.00,INE948K01011,Misc.Commercial Services,Equity,
503663,Tilak Ventures Limited,TILAK,Tilak Ventures Ltd,Active,XT,1.00,INE026L01022,Investment Companies,Equity,
503669,K K Fincorp Limited,KKFIN,K K Fincorp Limited,Active,X ,10.00,INE509J01013,Misc.Commercial Services,Equity,
503671,"Unijolly Investments Co. Ltd.,",UNIJOLL,UNIJOLLY INVESTMENTS CO.LTD.,Active,XT,10.00,INE130N01010,Other Financial Services,Equity,
503675,Wagend Infra Venture Limited,WAGEND,Wagend Infra Venture Limited,Active,X ,2.00,INE786K01023,Misc.Commercial Services,Equity,
503681,"Elcid Investments Ltd.,",ELCIDIN,ELCID INVESTMENTS LTD.,Active,XT,10.00,INE927X01018,Misc.Commercial Services,Equity,
503689,"Healthy Investments Ltd.,",HEALINV,HEALTHY INVESTMENTS LTD.,Active,XT,10.00,INE160N01017,Misc.Commercial Services,Equity,
503691,Sahara One Media And Entertainment Limited,SAHARA,SAHARA ONE MEDIA & ENTERTAINMENT LTD.-$,Active,XT,10.00,INE479B01016,Broadcasting & Cable TV,Equity,
503696,"Shreenath Investments Co. Ltd.,",SHRENTI,SHREENATH INVESTMENTS CO.LTD.,Active,XT,10.00,INE475V01012,Misc.Commercial Services,Equity,
503722,"Banswara Syntex Ltd.,",BANSWRAS,BANSWARA SYNTEX LTD.-$,Active,T ,10.00,INE629D01012,Textiles,Equity,
503772,"Modella Woollens Ltd.,",MODWOOL,MODELLA WOOLLENS LTD.,Active,XT,10.00,INE380D01012,Comm.Trading  & Distribution,Equity,
503776,"Modipon Ltd.,",MODIPON,MODIPON LTD.,Active,X ,10.00,INE170C01019,Agrochemicals,Equity,
503804,"Shri Dinesh Mills Ltd.,",SHRIDINE,SHRI DINESH MILLS LTD.-$,Active,X ,10.00,INE204C01024,Textiles,Equity,
503806,"SRF Ltd.,",SRF,SRF LTD.,Active,A ,10.00,INE647A01010,Diversified,Equity,
503811,"Siyaram Silk Mills Ltd.,",SIYSIL,SIYARAM SILK MILLS LTD.-$,Active,B ,2.00,INE076B01028,Textiles,Equity,
503816,"Swadeshi Polytex Ltd.,",SWADPOL,SWADESHI POLYTEX LTD.,Active,XT,1.00,INE243N01029,Textiles,Equity,
503837,"Shree Rajasthan Syntex Ltd.,",SHRAJSYNQ,SHREE RAJASTHAN SYNTEX LTD.-$,Active,XT,10.00,INE796C01011,Textiles,Equity,
503863,"Shree Manufacturing Co. Ltd.,",SHRMFGC,SHREE MANUFACTURING CO.LTD.,Active,XT,10.00,INE632A01012,Textiles,Equity,
